antibody,BMP2_1,BMP2_24,BMP2_4,BMP2_48,BMP2_8,ctrl_0,EGF_1,EGF_24,EGF_4,EGF_48,EGF_8,HGF_1,HGF_24,HGF_4,HGF_48,HGF_8,IFNG_1,IFNG_24,IFNG_4,IFNG_48,IFNG_8,OSM_1,OSM_24,OSM_4,OSM_48,OSM_8,PBS_1,PBS_24,PBS_4,PBS_48,PBS_8,TGFB_1,TGFB_24,TGFB_4,TGFB_48,TGFB_8
CDK1,-0.12508511831242541,0.02487161674824548,0.04411699265433864,-0.11463101986776492,-0.01789324765752069,-0.1525634267834533,-0.15262673208753924,0.6493296760706613,0.1074863764248462,0.5708481499810635,0.13484628991963007,-0.06675216535549558,-0.07398646142674926,0.17267144121030267,-0.7469430300333781,0.11567617023409585,-0.12657295711364971,0.17401045501216744,0.0964323002184346,-0.5947160799293116,0.17130209719140294,-0.006069112819755889,0.07817897068849214,0.2467538920539704,-0.9405685013354957,0.18604961356182675,-0.06794292325433023,-1.9877088087894783,0.17499577961406812,-3.043068956736534,-0.07444471472631106,0.011642861808918785,-0.5356847770450262,0.08257294222631417,0.10091219828936578,-0.002704250101942306
Chk1,0.10006975202847769,-0.005849248184840155,0.09560032787723348,-0.014133602040776466,0.061922453732551515,0.07052288266602307,-0.13834182983302135,0.20900785089413992,0.10374280463151495,0.3107900753176391,0.119413106401537,0.15141742933957053,-0.06296606532693134,0.11588870843558724,-0.5339605700842234,5.9788919264301315e-5,0.0636776438992448,0.22801209655804347,0.1080415643193953,-0.5481210073724753,0.03418785297990416,0.10421718869583291,0.2764305523112987,0.13774233432745953,-0.49086625936062656,0.09560499630314025,0.06411946121351049,-0.7207147691036158,0.04634599102573254,-1.06535140281611,0.010345121340987357,0.17571618395242553,-0.12962253687262648,0.1505196423473869,-0.10068725129504703,0.21968313644522036
Chk1_pS296,0.026404169499278353,-0.05983628551453709,0.04259068811635136,-0.10955759707667319,-0.018585805411206056,0.03354930859913994,0.06303210978373013,0.09317441358889379,0.07952782494209286,-0.026605652890079254,-0.02250928471713194,0.041043454104344373,-0.06898659662076156,0.05069231300870146,-0.11462410608878522,0.013780050575924276,0.059989054540949244,-0.14425241398208694,0.034939394222503646,-0.03207762214375201,-0.027113038953202554,0.012646774502837983,-0.06797343724159043,0.07941670013196833,0.0039617485202436895,-8.87363470775337e-4,0.06249536576257331,-0.017478305477860646,0.07353706678606348,0.1442768973386459,0.07131357910987031,0.025362806661523928,-0.08018418393322961,0.07237273680341486,-0.08528868776965386,-0.03430431162934919
Chk2,0.006168580860343045,-0.17906959560582644,0.05128656359441862,0,0.015939729807855043,0.011546256099200044,-0.019222293022202505,-0.027384704205715888,-0.025784347129231312,0.06814257955471413,-1.8610345206883535e-4,0.043469408660600124,-0.05534214294469631,0.059940702139856604,-2.165304807212357e-4,-0.0830776906305478,0.05986464079436719,0.013020955554821198,0.03999071653457055,0.16511909323478235,-0.015299662878377576,0.07693842767941837,0.032708724885466306,-0.022851164347505323,0.0797313904740025,0.00964686299093335,-0.04467993108675544,-0.08498543390680402,0.04836279075374674,-0.2040706470798632,0.015515784376802039,0.02627593871220252,-0.13676080514637043,0.03471700594047759,-0.22984129199698156,-0.032998160247286266
Chk2_pT68,0.06487599665690043,0.11193420360653905,0.05874191538547905,0.16753982458345434,0.10562369305541874,-0.17301985921323765,0.06718593901136098,0.04363082873274713,-0.026521168854935353,0.0019422481330520155,0.0226117638804908,-0.05719143924803068,-0.1956994900168624,-0.1359974951755871,-0.331660688021162,-0.17128150133645886,0.03152566323856643,-0.015893068019612603,0.047875927270126496,-0.10784819645809653,0.14200957078966034,0.009824230130454872,0.13962559479471814,-0.03557512611067034,0.0675182892590238,0.020163207464768688,-0.3167027607048764,-0.5029555587002379,-0.3241337030487964,-0.18323009821940653,-0.2740395103326314,0.10888957817265382,0.8695124999931905,0.2875628998192607,0.5989107445791239,0.6263445932066058
Claudin-7,-0.170392581006808,-0.15397062491668012,0.015083096724759082,-0.14979858859276618,-0.01412035886792739,-0.19750914987878354,-0.10804038714268523,-0.1841163909125521,0.05893358910485255,-0.042233647904937006,0.09042143912127722,-0.11947616230488801,0.4442941773246447,0.09305025656420102,1.074595350197618,0.08256114398332286,-0.25984549957381964,-0.36988044638382994,-0.08820623353309325,-0.48471194400231515,0.046911167102010515,-0.10448282384108325,-0.35279581709975383,-0.03193282451820088,-0.19002796470118974,0.009617776722080496,-0.10454889712269103,0.6940555415393559,0.08067182602988338,0.511206491947304,0.1611486777607007,-0.22645654941388013,-0.362568263259027,-0.10083857448227378,-0.7544807204682061,-0.027742545382944416
COG3,-0.023548171229676642,-0.04166879846085321,-0.08965922686545635,0.027913780899087966,0.001222646029847958,-0.03175538560801532,-0.07594485728278966,-0.07076447839566556,-0.11401971586915767,-0.04981156334005646,-0.06056316979161715,-0.05232167147919605,-0.0013885435248149965,-0.11517408075832421,-0.02913785414941375,-0.09541697428115771,-0.026930070706111704,-0.08537618547064321,-0.04710861317519126,0.07882863441722815,-0.03394001532572328,-0.056400094952313976,-0.11488316336984537,-0.08778467612423221,-0.09812600445291948,-0.003826415742006632,0.0013766825115552287,-0.04553649037573156,-0.03448875831194698,-0.006512973333058455,-0.01496263517838436,-0.08417150336272441,0.09581923167550754,-0.07705829727043295,0.14979720698290033,0.008549538780595748
Collagen-VI,0.19410016032231436,-0.005862636462804395,0.09457262712708625,-0.09118250612616474,-0.03258763902119878,-0.2023124243668534,0.0363537181308358,-0.3189820128822186,0.13005540762744777,0.11093399751265906,-0.09137631446612379,0.07383525469962846,0.056389432567326814,0.17170153561143633,0.2784029688627339,0.25479058625082623,0.0569617161890823,-0.3151302058093533,0.021119068370511238,0.2105657641078049,0.07298754074926651,-0.11015945813615634,0.06613295909114554,0.14773761557371165,0.4316679865129774,-0.18276280871001793,-0.4985380136617296,-0.16382896033585195,-0.6734946808095102,-0.2813481106137105,-0.49890015723039555,0.08044716300252548,-0.3652423029254941,0.06915545869154945,0.5480203400609569,-0.10865437730582049
Connexin-43,0.025073824630903466,0.05888263169093185,-0.026676763281966297,0.03700116501645144,-0.12052074079665528,0.07508799188075503,0.06805630404535237,-0.1023702437984764,-0.1687515399371094,-0.19560599329472125,-0.03693273911551072,-0.07256501788403316,-0.11024494009794975,-0.03404305432158873,0.03636841997078911,0.05583361387754496,-0.11113152173087629,-0.2966224652512918,0.0763891327344538,-0.27160141018295636,0.03452794953518455,-0.09900317542554156,0.2587728893592037,0.014919872380009499,2.9554755863553708,0.006539879550849654,0.031996050053374595,0.19617848606392302,0.1165141656315371,0.5025718354222601,0.24918834319066696,-0.021320384496621294,-0.15893830109243307,-0.030692847542815854,-0.297776711645948,-0.09618229824072393
Cox-IV,-0.12470713228973504,-0.20945031718516144,-5.69432461520701e-5,-0.10431987237767266,-0.0667815182138399,-0.08806092468170942,-0.1444814893926109,-0.15092140388360947,-0.18914024318931413,-0.14420421285884472,-0.01699174248963414,0.11629049173184323,0.07685003051674419,-0.03222886948271403,0.09698983720859344,0.022161240867027768,-0.10692564795806057,-0.22007722866349655,0,-0.1557246773256414,-0.012896489578941881,-0.04589720214946925,-0.15045734958141166,-0.0929435025694353,-0.21758540897109613,-0.03887695928327661,-0.041590706994132386,0.27040444619963844,-0.13388886412933412,0.1301691222061425,-0.06758500600275756,-0.09534604171787923,-0.356737559064639,-0.04831505917908153,-0.20524237451106392,-0.04583121025185192
Cox2,0,-0.05326357950023239,-0.07344295548075114,-0.07603430773827112,-0.00678170603410581,-0.07779300747197489,-0.07766416313336669,-0.10036074970086867,-0.06459326852965906,-0.1604739286675596,-0.09804695816284333,-0.03516959206275465,-0.10788074563286036,-0.037406752870310964,-0.15966840340688435,-0.0740154211183852,-0.08722115998832548,0.18442295110310225,0.0254589794844002,0.01502881714576282,0.16135742478105106,-0.10359945389426317,-0.04219262437600967,-0.05437008161870561,-0.12384482624569501,-0.054791991727875966,-0.03628935146783719,-0.16200209107495994,-0.037131352955618487,0.1406951270015497,-0.0757074018873549,-0.10977240082695006,0.3229403025604697,-0.053704299429659104,0.3549224462458547,0.013117986042546305
Creb,-0.003572947284021563,-0.07964934239633246,-0.07786677649389674,-0.07858293242610041,-0.03558158553145297,-3.1229067410701804e-4,-0.04419785752651263,-0.04137013335498676,-0.0476569417337624,-0.10431263662658924,-0.04810037466737751,-0.042365317885705724,-0.0989949604090072,-0.036526739503457265,-0.03853811570403114,0.00944752143566606,-0.015570677131952914,-0.14520502920348216,-0.09647169761774561,-0.019598015821966335,-0.011807334646687638,-0.09093540952740962,-0.10892443234915652,-0.011369069073818293,-0.07970193324884195,0.021927866708983557,0.01634858702601971,0.06872053203184228,0.10761532370348287,0.1011420295969491,0.12254490368126718,-0.03236907453769835,-0.17295633892468032,-0.021672786176825446,-0.014164358087025637,-0.008327606733595951
Cyclin-B1,-0.11993375533986442,-0.03110982233007869,0.1448858407600137,0.019569038237001457,0.08588449520590857,-0.30413630130000485,-0.19440802161386223,0.619577025456287,0.15139849577829417,0.6395288065229885,0.13972190361188763,-0.012518150374798082,-0.06051049202507274,0.12087326885237375,-0.8063268310783271,0.11853644684576824,-0.05117605285820072,0.41240029858562205,0.25776644425335987,-0.6199578738948635,0.15456869672441118,0.08316253283368734,0.26182450198208734,0.14134659990564252,-0.6841568259180713,0.08207496975992344,-0.14783873646088055,-2.2948567367848054,-0.0779778333526634,-4.015666270083411,-0.09888958150645683,0.10416253911236963,-0.44075831725955605,0.2139417089837494,0.13234231259402382,0.3297195621215028
Cyclin-D1,-0.06705324769940646,-0.2421752097300346,0.013651493110904184,-0.13020480866395548,-0.051894438443048356,-0.015865833160546575,-0.08476899369156053,-0.2554467299659714,-0.08768226444718671,-0.35157036412136344,-0.09842826501380059,0.0016705835426666662,-0.2007999216750294,-0.10340997915158674,-0.2679135659602826,-0.1522797249179184,0.009052355897066633,-0.13706058997572193,-0.005966070664184417,-0.1044048044144044,-0.009440706068752374,-0.04562686330484921,-0.21746760299987386,-0.15333048599587593,-0.13633429386604426,-0.008323452605034662,0.037282853920286824,0.1882667902464591,-0.014607887962204153,0.4000089701961846,0.0881419655614144,-0.042791347929752796,-0.03325132358011982,1.0504770373955361e-4,-0.11965002363793852,-0.07183145551480191
Cyclin-D3,0.08690453340717497,0.10744823378645493,0.03583564279697442,0.13787390309971329,0.07930035111241773,0.12099670867176648,0.030761042608359913,-0.0168001851587453,-0.011394053955931535,-0.07777080645183587,0.036225307148067515,0.07797049385310532,-0.23870868501013381,-0.060168726028583724,-0.45275598945419365,-0.08224797615745404,0.10223321210555146,0.169917145217395,0.10228752589512236,-0.819470253868092,0.24604666801018452,0.18901863561690035,-0.12764680928637936,-0.012636473130978328,-0.5277025994605501,0.026958727777857596,0.039928485953790796,-0.5863899600162661,-0.1343678258857126,-0.6770279235337271,-0.1841009710266282,0.10182964636310957,0.6379168197741923,0.08318839621405341,0.40456870937457784,0.29355221413427335
Cyclin-E1,0.032914668250316984,-0.015055566656952879,0.07917881337947845,5.853306702738502e-4,0.08639087660693032,0.07431709254026747,0.030031845935602194,-0.13230846298317964,0.037916496540275374,-0.13590283146526969,0.032385318587996405,-0.0706410901163334,0.03644617285336713,0.05847080804222449,0.0025142767835122106,3.0005236785075087e-4,-0.05199662693557926,-0.16307192985510363,0.03913762535916562,-0.24205874484028742,-0.031447010340107634,0.03861942454196896,-0.17903286713066915,0.0583704133267243,-0.16004716180533293,-0.036928863169238185,0.14333486174734547,0.010736048120370255,0.16752882000484284,-0.03542982610767215,-0.04534761665314807,-0.06746591571632392,0.2107148952484666,0.04352948145255869,0.09635428572235477,0.014492355532787722
Cyclophilin-F,-0.16145759471895543,0.018310020405426095,-0.04519537447965948,-0.05097823370753937,-0.04981698358721423,-0.20145591066686996,-0.15885822744227532,0.16322812456287678,-0.09749939947143586,0.08607198841638834,-0.13449883424018075,-0.12410724700014497,0.23003757986554693,-0.04948343819483567,0.15867477275156297,-0.03528498262129875,-0.05467601270639059,0.28447399465875645,-0.06678115585350787,0.6415171678860254,0.03868767459675042,-0.05237084842317242,0.2149745634148743,-0.04761634146761534,0.27673157313670516,0.03952831729320845,-0.08566788748246389,0.19358609360612675,-0.06935910439145597,0.1455275637579316,0.12302240431373183,-0.1695792152821355,-0.11921049150844205,-0.16852429658271065,-0.1565046018314632,0.04745335927463817
D-a-Tubulin,0.07605090906369207,-0.07891503924663688,0.0569604345824646,-0.22935098893812197,0.06180605033069199,0.26766866224204,-0.029275809454420827,-0.08681916921827226,0.07176301880434331,-0.39881571468496313,0.02786034459676002,0.09766630923426596,0.00777388895814318,0.07620400474068867,-0.09996256853988685,0.008311690676817045,0.03761701806602355,-0.14117858343914297,-0.019981139434232017,-0.11857343901463602,0.027174540872174996,-0.07332918748392259,-0.10304902590847528,-0.09506477818683967,-0.23208496062864462,-0.04651493756987742,0.20414384331568708,0.3098996011410383,0.22218964360267904,0.3710065728315791,0.20308920073004336,-0.04070401096358354,-0.09251545289611263,-0.007814944158912856,-0.301237317310149,-0.118421302205404
DJ1,-0.043136216308415506,0.007103927101809757,-0.06644892915564606,0.025027338188842476,-0.026179310077156483,-0.025555346774651457,-0.09172880776252816,-0.0892269534870573,-0.0024042709695090455,-0.054337313646293066,-0.02570167218579315,-0.01825836412093363,0.08153618580328355,-0.055390513571161024,0.213298986534007,0.04979513802809465,-0.09609040935000725,-0.10463864288118449,-0.07446496612444821,0.05353608404832768,-0.021859254303460578,-0.045194040526112506,-0.0515841363848601,-0.07652039506201821,0.01327025228624849,-0.022464062790744532,-0.03872394200768674,0.21618582217618704,-0.03734822469491628,0.15667295599070188,0.015684334352871046,-0.11768747673646208,-0.06951880416022087,-0.07689514853352948,-0.05443223327064562,-0.07432676638220617
DM-Histone-H3,-0.010710547527587157,-0.007780662756952837,-0.036834781970516636,-0.11188907603859613,0.022078981816771998,-0.04446520133930351,-0.026290382683133225,-0.07716505669804684,0.020081572295666556,-0.10485941277650697,0.024989338806004943,-0.06137718600252099,-0.021387155047628725,-0.013615720830077569,-0.08980143479449643,0.06636419343764079,-0.06833901213744707,-0.11132937683210228,-0.06038954287436572,0.04558905421697834,-0.01769455027589599,-0.05532593655739611,-0.09814777902577672,-0.026208810468472808,-0.08696681935618818,0.01804008636235707,-0.019061902358603337,0.22497562324809156,-0.0038210933803859396,0.6270429885617802,0.05558905684344634,0.005908822214655811,-0.08450220510930094,-0.05156851275938611,-0.17334065187608205,-0.05473071500864984
DM-K9-Histone-H3,-0.027844307425127546,-0.0468369505648025,-0.02427502365105721,0.014693009550940005,0.007763435592601261,-0.06832154263026399,-0.05081390890416593,-0.04453100192371519,-0.053382961770425764,-0.03208654382964062,-0.06628822502140584,-0.03819861423606126,-0.007534540557672262,-0.009310607067574226,-0.04471513098546339,-0.011964852038488337,-0.06460083505961484,-0.03415366419389328,-0.04701763927290603,0.09116134848079979,-0.018784620754029785,-0.044722061313564196,-0.045469178059152,-0.055248823712012014,-0.013696854471668927,-0.0038583700060424112,-0.059751337596987475,0.08656665550796169,-0.02473816873419581,0.32927570558190417,-0.02696446730318495,-0.042337300242889245,-0.05625199329884067,-0.044480209784739724,-0.08042878315268803,-0.048158936069819025
DUSP4,0.20886942571240377,0.16428486622520586,0.23597529372564482,-0.07071386198488072,0.24080740011028876,0.08061603264808767,0.12693509200951672,0.2569200269761775,0.22070335004306443,-0.011587588850113616,0.42974458215716,0.16818849800032437,-0.8456749118224717,-0.7350272965449207,-1.8631033370890346,-0.39387875115083626,0.1648643256240773,0.16795513799605616,0.2537932644107899,-1.0005735971874299,0.2319809841092179,0.22832833008512132,-0.340206459650018,-0.45493224119331527,-2.3706008003603016,-0.10883870225235441,-0.10110697107646142,-2.92829069977113,-1.7446486388135072,-2.653761056345018,-1.8871977225791636,0.25428872537780434,1.0245713703298538,0.5616517897407087,0.6395406676583091,0.8412620749458656
E-Cadherin,0.027110769716609792,0.22056461968009103,0.01930741499066873,0.14052567573713334,0.0254213748525056,0.13839470691626404,0.05188272606373546,-0.06870241074131603,0.055868831286418605,-0.08092125729576191,0.03749614011450013,0.0865816826813788,0.22077342205036646,0.011820794531914336,0.43909283313432074,0.017553933043374693,0.010765935787063547,-0.24716560891677009,0.0042808679579657925,-0.6305660927992971,-0.002223587818316459,0.008827796358333185,-0.20522692369580597,0.045900540796414854,0.039612075057534245,-0.021179987208142036,0.196259658211206,0.3687079995648375,0.16436948842960947,0.15657732173578495,0.16028881486571234,0.013421405392543944,0.2166227550799228,-0.00996711549545497,0.10935743568708142,0.05873174624707698
E2F1,-0.007109109712871299,0.042831568859835197,8.612184042000344e-4,-0.11662179248699728,0.01335269540636711,0.020911161648710597,0.006464103341587996,-0.028234319751800307,0.016310773553680564,-0.09901102511754008,0.017842759519231144,-0.0014677470578037604,0.014859271847084996,0.024478439014197308,-0.11712956737689831,0.026897098653775438,0.0223438331839258,-0.02338193034738632,-0.03420789667475811,-0.01689757237743071,0.005897254671414566,0.014452214200681188,0.0380802810799912,0.07434244245624862,-0.008946195760744912,-0.013578061772924924,0.0980406116760746,0.020995142589991026,0.08179978209456547,0.038730168846498235,0.07042887986657825,0.004232581896400029,0.034797525570420755,0.05248550157127196,-0.051063548892921314,-0.009649541759052579
eEF2,-0.14484581608271718,0.03797440224695705,-0.018444884277892624,0.29784480743328645,-0.04437173518234255,-0.12635127897017095,-0.10418351610383103,0.14709617675684283,-0.14361119726637347,0.17475747573174102,-0.03658270765037428,-0.042209942277317024,-0.031148966097041108,-0.1208129501335983,0.04534726870239395,-0.07757039489947136,-0.14122863115056322,0.22152599595516506,-0.040258567167741025,0.12519714567994764,0.003992383611314026,-0.054277890433405585,0.09491528653084985,-0.06689936344842867,0.05637948221794689,8.596635569867974e-4,-0.051180861441635674,-0.27811804859677114,-0.06091682529914314,-0.38414714255683113,-0.2102989774104978,-0.1424106785617644,0.15378845734731814,-0.07433617002147427,0.35206205670936686,0.01649700822618882
eEF2K,-0.07399833185125979,-0.031104820449156943,-0.021735954696189986,0.005864781496281402,-0.0662722886997458,-0.054841802377282,-0.06998605090094176,-0.017563027863306917,-0.058588385036308636,0.11007015876451651,-0.09043118941876803,0.019803396565811374,0.22993408789069758,-0.002356094101750204,0.4466935315426734,0.038778373530384255,-0.0539604855705973,0.20856243632251142,-0.03654737376603833,0.30658551737083906,0.001194887635023761,-0.06185633153570337,0.22200919580255576,-0.07105804543014616,0.3633662407648301,0.0745374399806893,0.03482417488822204,0.22642222851359856,-0.012790201823286555,-0.09043536713389426,0.06241784150972179,-0.09285071539045046,-0.20520004633863392,-0.11509190612964558,-0.015777878525060626,-0.1037955461409096
EGFR,-0.1033553972583353,0.039005051477437026,-0.18440858068056365,-0.06331115162708485,-0.11969668170658207,0.03912329974625275,-0.08710346818535401,-0.18855861363920554,-0.18295173656872094,-0.3470421832702578,-0.16774562590394526,0.11891122390943155,0.591160552949434,0.24836786906054564,0.9296440463433013,0.38461627989327984,-0.1557588904609713,-0.7070360410821492,-0.2380239318349244,-0.8572376668296346,-0.36586157239128664,0.12006271943411755,0.5725745603631757,0.225618003275157,0.6385026550444206,0.3618086854854258,0.07758882110275019,0.2955260612507084,0.18284820644925406,0.0946805643656513,0.33174864150004685,-0.06740635039028757,-0.2624379477982464,-0.1840450580869961,-0.3568426019594718,-0.1435341498807628
EGFR_pY1173,0.15031637371932416,0.013954854527092959,-0.02761964597460534,0.0467933122228734,0.019729095790498977,-0.021975443753371585,0.18108130019586713,-0.015123579688321379,0.031166796358465452,-0.03772875427129762,0.03461503860649211,-0.07322822518347614,-0.18974320693871502,-0.06293114894889691,-0.1045615299775922,-0.1219684072380354,0.15795013817027503,-0.056459277144679236,0.0249884263484468,-0.02878239515330297,-0.009255465367396172,-0.0547053963496707,-0.13848510814481224,-0.10446942179158727,-0.06854337178254892,-0.08614788316134399,-0.03469623628679435,-0.15636125724992558,-0.1264114584794731,-0.11309150570981541,-0.08531256492529138,0.14917586414856432,-0.06136182853367519,0.01785999934322997,-0.15265841128200092,0.0439598955990759
eIF4E,-0.02569678753249163,0.05886561358632981,-0.011315409669775565,0.14467326388340307,-0.005458996417331525,-0.024532241594467243,0.00270982116760354,0.1958599763426898,-0.010348720892628246,0.061060082977533,-0.01638364129325753,0.050598305707144305,0.06321453167311936,0.030350547580667495,0.1170144599300749,0.035390869179794664,-0.007243570485182204,0.027370615858641346,-0.03691071144362518,-0.008578458303672154,-0.01988963731256706,-0.00347626003076669,0.12631057746495952,-0.03435771435268358,-0.0048925675396805,0.062365048523092124,0.03403007434214089,0.10954263395601005,-0.033853495468397554,-0.05215192607748029,-0.019369956845386505,0.0027740202134330923,-0.0627006327385598,-0.051166530002705914,0.01763968578042949,0.049873189097974405
eIF4E_pS209,0.06674731394812826,0.005597381386512937,-0.03839248071341698,0.005769801693149184,-0.02739190499297314,-0.05991629808862758,0.0632390521989698,-0.03577630877379065,0.006705387059669385,-0.05725653102519137,0.004194659366103327,0.06847901317004648,-0.025250625078258312,-0.06806857732815975,-0.06594010575525013,-0.07230794678010867,0.10084325281818,0.027753734991591957,0.059274181997738686,0.008285472181074675,0.007814888230944287,0.14868464619584978,-0.07935671346834082,-0.09158667781806733,-0.2980685165569347,-0.06100805524454154,-0.03458154051650222,-0.14146136541365192,-0.06167277545878187,-0.26203856497029515,-0.00994331653502254,0.0918658658157562,-0.10837889968120008,-0.05735604503113943,-0.14572342582427308,-0.03881201071140328
eIF4G,-0.1354276406686518,0.2887207063430221,-0.04690075632259643,0.24373638290009866,-0.04030460899015211,-0.12802649006980743,-0.11830546624305062,0.3562376924938948,-0.053607693450310454,0.37268702850881047,0.009801128984405076,-0.06184253245459937,0.05813426601802629,-0.004539905224533238,0.22707475661677573,0.004028752496978173,-0.2357069712108857,0.3458033837146851,-0.022004965868326,0.15936655335301508,-0.005507250375387007,-0.06648939466128974,0.24453014180214566,0.004358314439450049,0.17879934661701177,0.044515714915071614,0.01913579780931158,-0.16609537817870612,0.005405579878845578,-0.4736252410917651,-0.1877322195292012,-0.018909568934245544,0.12069207243354622,-0.05915826654240736,0.19493927908711717,0.0026910690052475116
Elk1_pS383,0.11808136137388871,-0.04424124138550385,0.01909312508276745,-0.026968771988425268,-0.07074745994022043,0.05262223895556046,0.03622784782170787,0.01865841888685676,0.0558463945138585,-0.04752797288613115,0.06009592417177561,0.026764618175302134,-0.06918063682433791,0.05766938023321412,-0.07281641045175155,0.024400538230646873,0.06228913717058756,-0.1250771893767186,0.06719634711189493,-0.012450942685502737,0.06431608851870442,0.015744835139262676,-0.027341213770486174,0.0685283180148152,0.016444169867823554,-0.051518303114352244,-0.04530677090331269,-0.0365492275272286,0.07481262521090644,-0.042805652664931026,0.004320670867992254,0.03408357681981559,-0.11910450821301047,0.041659612189069384,-0.03148128274162437,-0.005468415542926374
EMA,0.10243720287131318,-0.9007162130180467,0.010594217535524404,-1.5781335194491337,0.0052322096914121825,-0.05860563749362228,0.0721272754314788,-0.8153987046375734,-9.502583205215155e-4,-0.8812099938999005,0.07866444749490177,0.0739708044462771,-0.028370038688722468,-0.12745905122512516,0.6472287428791746,-0.04578226931488137,0.1589292413100275,1.4546839365470932,0.20297557321283055,1.3595465533863207,0.756011609615598,0.012624978154878695,1.0140735637531255,0.06398850663114783,1.3652688438494172,0.5793150829736011,0.025942971093951613,0.3399473056836984,-0.15796643263148116,0.6478829912406431,0.005500843129052571,0.11023306655271176,-1.0197458037510496,0.008876687245464606,-0.9255905381174766,0.06508271001883136
ENY2,-0.045382561188148214,-0.06573389179699432,0.023387288912441483,-0.19049113295262235,0.07815293547088117,0.13746520726920608,0.042141031078980054,-0.022297224939016775,-0.001419473470468031,-0.0894989294261648,0.0023419199349628867,0.10007037067643669,0.03277473721333646,0.0018826497455658577,-0.09074992562669408,-0.021095083651990726,0.027110778343519475,-0.041292945966143954,0.047945408884591915,-0.339233876063628,0.005442473505644594,0.05340725547492448,0.010004428236186299,0.04187253402048408,-0.1336047597465042,0.0017820216013215893,0.19854161859665861,0.1640807399042365,0.22382519634594406,0.08466091783073726,0.11751899941783252,0.01283420488360744,-0.13203677168242586,-0.06928943635841275,-0.36452500133595556,0.037466991542735535
ER,0.02640764113549308,-0.036558614755131676,-0.00860068616441538,-0.029163962990217993,-0.0017728701786064356,0.06364511799409855,0.0014707156826197143,-0.04386965966815052,-0.025947343178665302,-0.11988968499084168,-0.009785114236616856,-0.010649475803703793,-0.051216695765807806,0.003447875867931002,-0.14386430630487593,-0.05468834247773519,-0.0024797043041030207,-0.15299434672028306,-0.04024544537710885,-0.026372580630765027,0.007157639358513186,-0.019054184442210294,-0.03190616424395649,0.006393113121213252,-0.09247412561364175,-0.03786622571582246,0.11651224582109666,0.051822874627097296,0.1390415763314371,0.20950341958360025,0.11247482443469609,-0.025331863857231456,-0.08827179068748085,-0.027229064259940813,-0.13284812195309295,-0.06086686900439647
ER-a_pS118,0.10513758463998167,-0.07767118055585209,0.03200810116574557,0.01910797517673011,0.0427235040672746,0.05221844816352913,0.05347245646233326,0.007305545351444895,0.043321186572240884,0.05156385672835944,0.0309703726544641,0.07670980896129952,-0.02351793735434578,0.05283137245138315,-0.048509237212190665,0.0065846230204989285,0.08716491695153784,-0.002883284446229634,0.005492978257049711,0.098576371361648707,0.014542546238937337,0.06531431899933497,0.042774919727004354,0.027768325714993908,0.03166647969029715,-0.03820631547818163,-0.03890316495402372,0.0022186781249233854,0.14259261465606918,0.04514452217586032,0.14105899643248537,0.08393468864193031,-0.07795288906190377,0.04623262915221696,-0.08542816434625501,-0.002856850876155175
ERCC1,0.010254075426167021,0.046127929687844425,0.03505705052594633,-0.08243073315146672,0.04816320758681842,0.0455476426758379,-0.0424127204259469,0.03962065026819399,0.018156468241151,-0.12855512863163904,0.0839656141582435,0.019416564539051384,-0.14506443918015635,0.00920582641049265,-0.12412281714508022,-0.07311959077737802,0.030362137306644672,0.10082054672775766,0.04409241916220807,-0.04980024521404899,0.07260898388626182,0.03788961594352257,-0.036108162442056696,2.1909936956244377e-4,-0.1666820787713211,-0.016186369681393285,-0.03864302255347408,-0.13640766824388764,0.02116405155766311,-0.11175593689194714,-0.022221003747951697,0.028273952676228783,0.03991772586507642,0.053937842423122204,-0.179938724336066,0.08266443600734964
ERCC5,-0.11785792063682139,0.05581136616793089,-0.030361326901238023,0.008972082760722346,0.025101246095079605,-0.12784766828379662,-0.11405088353669872,0.01773557431690537,-0.10694853698751063,2.5231343167407343e-4,-0.02239425855896955,-0.09091259427190192,-0.04796879800274113,-0.06819912653591001,0.008870217438390912,-3.114619160620642e-4,-0.10465696626014775,0.006166732721578298,0.013627451611019501,0.017120470457645757,0,-0.08302693161766765,0.00853169868910899,-0.04303678033963213,-0.0208282108173669,0.021449188297239116,-0.0048742622050341735,-0.030846924302083356,-0.07758324106672879,-0.2976134231782409,-0.044219808332236016,-0.12896562265389347,-0.0038322479144140757,-0.146961660672786,-0.056416874117260846,-0.02617973524133057
Ets-1,0.013004254189031558,-0.1269811189882823,-0.03088710008490559,-0.053946455574965295,-0.00394179140316113,-0.015894077349744126,0.007950427894476805,-0.0662567198256819,-0.052465846494904704,-0.04673325170559882,0.0031832565823976164,0.03683854213976283,-0.19629438093223864,0.013013136598531538,-0.10083312288814297,-0.012764390100336585,0.03389913667690672,0.13501555339751295,-0.01780010582975329,0.07382043188725898,0.03616653883624307,0.024608585280651667,-0.06813990006218472,-0.03419199174496019,-0.03790867025284828,-0.02472853099503107,0.10136883255292901,-0.007820230996889518,-0.011253615696175431,0.03458926870681554,0.022806071537342223,0.030965647680243763,0.12940373029331512,0.0518905374149718,-0.07652932976134773,0.022980974067067787
