antibody,BMP2_1,BMP2_24,BMP2_4,BMP2_48,BMP2_8,ctrl_0,EGF_1,EGF_24,EGF_4,EGF_48,EGF_8,HGF_1,HGF_24,HGF_4,HGF_48,HGF_8,IFNG_1,IFNG_24,IFNG_4,IFNG_48,IFNG_8,OSM_1,OSM_24,OSM_4,OSM_48,OSM_8,PBS_1,PBS_24,PBS_4,PBS_48,PBS_8,TGFB_1,TGFB_24,TGFB_4,TGFB_48,TGFB_8
Atg7,6.163004505170658e-4,0.14272495158600637,0.015661389761312698,0.12793758104729752,-0.005873768366795368,0.045829029017088456,0.016206697164364205,0.12591560385759543,0.02286960903097209,0.16358396732688898,0.010655984923604978,0.02853902239398501,0.10332318565558149,0.018287707212431337,-6.9317527703119e-4,0.009237065649553353,-0.04215438983480379,0.05323988241639325,0.031340619823625265,0.20193857440621532,-0.015332020993906284,-2.8232441352794185e-4,0.11209763218437604,-0.0012434760429709654,0.16221017005144764,0.002917628466771888,0.05642187125822676,-0.047824088412007006,0.00580698031762035,-0.06590687227971913,0.07272580820062984,-0.0031083177038468196,0.0209932797281994,-0.023207961811945513,0.1405333868171259,0.034282292385289063
ATM,0.011214446041450828,-0.05236534363005144,-0.030528507242958535,-0.061785715698389,0.0073505392905750845,-0.010631648361078229,-0.010055054951834778,0.03699130562131486,-0.029895258684679106,0.1252723584706225,-0.0365343458846588,-0.013699119135240625,0.11178938827294939,0.01091800605339452,0.13996638543070172,-0.004573510374777475,0.00837524589404739,-0.005713924507452986,0.0068411616939775535,0.13201422166165386,-0.05248275924675903,0.0013825892899173712,0.15045973801111326,0.02643528881768272,0.3729197034289426,-0.005964438565050692,-0.07608482488394182,-0.03975788089777541,-0.03632612327973705,-0.051320567247571613,0.013780254710574232,0.013858926414383826,-0.13273258636765084,0.004361753619518153,-0.16079662147594187,-0.024192768045072265
ATM_pS1981,0.009581680671881757,0.004291142665450991,0.015579410423886735,0.01804601437036625,-0.03332963259709171,-0.041224907994091536,-0.03019661584672561,0.07572284767175724,-0.023067148857019208,0.10032309711419733,0.03079158592941411,-0.06839139021811291,0.045691642749497184,0.042060072225602506,0.056747661390612776,0.045750631182456446,-0.022043274980516,0.034307357868306194,0.039837685376042035,0.09095739071892645,0.015712941292095727,-0.0762523583766232,0.07843705286462767,0.04442448281068634,0.08073680437770682,-0.0030980826948679803,-0.02775549346151464,0.0376247916211893,0.03265082469474473,0.07210257112346828,0.019924267938285806,-0.03614769896218646,-0.0038856894488925767,0.01823748462161431,0.0033095606154933187,-0.044201950017808925
ATR_pS428,-0.01102861479178576,-0.1537041290110717,-0.043733740694201516,-0.0249142013232604,0.037035043278906166,-0.051894837762804145,-0.02660146301730935,0.033910951118292086,-0.037449579405222706,0.12666872480360294,-0.039285806168682436,-0.017176853543865396,-0.0418729583675655,0.0012387234980416769,-0.18862209858716064,0.013010115869967986,-0.023575412973975456,0.005757360643827859,0.03086967415716168,0.15277099118931198,0.0016310964396187026,0.03202887714093502,0.11337733033014319,0.01760876652654987,-0.08230771366886486,0.04922094864292639,-0.042030533899147064,-0.3661330539973141,5.7679001551474e-4,-0.4548492395988548,-0.03274704897244957,0.036336983735204526,-0.22275008108706398,0.03643781111995155,-0.1475951406609907,0.06100839595915703
Aurora-B,0.0020900099866243732,-0.20123736163170802,0.0065457553636402805,-0.11280177360787737,0.05131374067495135,-0.0645117998035652,-0.0462992532444921,0.1476820793161808,0.002874076208911465,0.05209434328304126,0.013054119416934157,0.027754291336977,-0.18000636688346622,0.007182897644089436,-0.3431012152114907,0.014630685883206618,-0.027254988565612925,0.0552993174999592,0.024325629810902527,-0.18331298240842425,0.05174027662085254,0.046212463460130006,-0.011880733311614098,0.03528619517569236,-0.3012569205313005,0.13359544598429735,-0.06582762134538261,-0.4296714897834328,-7.570917058800806e-4,-0.3499115266764911,-0.06093466988384031,0.00952437886497747,-0.26855102566422384,0.10394974956072024,-0.1292342297107524,0.0605773216905301
Axl,0.015324300707391703,-0.13579853467182665,0.08773893805650057,-0.09401359712389767,0.016342947829768525,0.007455162195251029,0,0.5932870761739518,-0.015201521402442153,0.5949908974148563,0.17072050573979722,0.01172034556246205,0.14676825727041756,-4.1460434109323065e-4,0.04577211854816269,0.13617646950824877,0.0670253140025527,-0.06750779471752923,0.008783409302729044,0.05077286383339925,0.010184696680678632,0.04869556395309199,-0.9570345108424332,-0.05877764136448867,-0.707967349597479,-0.07072916735887584,0.10252512206772633,0.05615664477368097,0.14634639089723103,-0.5257012766193786,0.4544513634790234,0.020226460604632592,0.18976668636460134,0.04505536769961499,0.5184143096274825,0.08130679187363656
b-Actin,-0.052666767867271966,0.1261458747047197,0.02027707217331692,0.3158442468796348,0.04464850510862011,-0.08925120565605098,-0.08471384931145648,-0.0796594087762989,-0.028344269307406716,0.016583567575339825,-0.05671964007938619,-0.03914445298935033,-0.12726898394595135,-0.04403131463355567,-0.11466408172457881,-0.08466439632050463,0.0014947972857473223,0.2748457330433379,0.10104149719457689,-0.14212959251833032,0.07147400938755398,-0.02503189311554635,0.044897377392316605,0.022228293322532497,-0.11706681828378564,0.07237630094797641,-0.08534359739166972,-0.2643219572207992,-0.09991927759870904,-0.4731738778046901,-0.15493095596544568,0.026358611768957915,0.6859454031024486,0.08427406214823326,0.6268546288857682,0.24720923767320307
b-Catenin,-0.04815591471391008,0.32121133949676545,-0.07091794830555463,0.5854834846313887,-0.03343100805884767,-0.1467527242421136,-0.074336651516015,0.10686439685312112,-0.06471814105729211,0.32384684450984663,-0.024062291842254863,-0.13906698382429578,0.08490585386560004,-0.025135612653791262,0.4041285620104827,0.009938931364622894,-0.016774610499144593,0.07655430795112836,-0.10819992069629056,0.026821864788951353,-0.021047822548083118,-0.037436803942548065,0.2918194380089229,0.051485249426674276,0.5212746742667597,0.05831387488976189,-0.09529457355053672,-0.029677798265965356,-0.13104730288241137,-0.024856916874023888,-0.1676746225530333,0.008402655792447509,0.24494415120392715,0.019590392384595062,0.7043777509974594,0.02475793293800651
b-Catenin_pT41_S45,-0.029063639936471077,0.09023032510041176,-0.06954791909388625,0.043679123235055746,-0.01756906499970499,0.035481567853184307,-0.04231797085916131,-0.013772935925396808,-0.03147378068345465,0.019495690596978803,-0.04156164855058636,-0.016546320287549536,0.027555682713143768,0.006507271467245537,0.032342527429155214,-0.005698291159705345,-0.05364764371295207,-0.01149999973023178,0.011409146578609032,-0.014102630639177386,-5.95957579408285e-4,-0.011085123663059181,0.057708260879114084,0.0309740250980379,0.04979072250250912,0.036080131321329444,0.0010052913771305667,0,0.01939483180162498,0.017691047606750766,-0.04854271890355106,-0.006458597114542503,-0.021642274768749987,0.01806790874353005,0.11501584769140863,0
B-Raf,-0.06751162689212475,-0.02403371618963654,-0.03587350056854031,0.1285955925304058,0.010890053020875541,-0.08517284882591263,-0.08117390606757292,-0.14735035695804988,-0.11295175147094011,0.01195405953086313,-0.06900930257839799,-0.0376653016909795,0.015184574274527046,-0.11655745123233996,0.08518531191349656,-0.056635420483940185,-0.06112434802107327,-0.10531876276822423,-0.006572307215275699,-0.021438649272835678,-0.18267818092130167,-0.0758696747081789,-0.07224863204654008,-0.07411846517406157,0.09170769990579294,-0.005780774823876278,0.08151417068667997,0.03029248616134463,0.07917618003893463,-0.11126738200137104,-0.09137834649201945,-0.0811686411245067,-0.0026917874164020597,-0.0893010786742154,0.10746914861807921,-0.05674218220065265
B-Raf_pS445,0.02155398241591723,0.20583751013656607,0.020946855452129123,0.22522989082160474,-0.01244645628119552,-0.1122161777250649,-0.004885651260965823,0.08337744619998207,-0.002314328626225798,0.18063876464689388,0.026901052331743072,0.0033591869051199388,0.12523115237587037,0.05361123622001302,0.20249253112532117,0.04072626496667517,0.046524029186584104,0.02722274153554053,-0.01399948269172173,0.04825443234706411,0.02326651718173237,-0.03630073551236385,0.09775728621643538,0.017772526730721928,0.3120516354445636,0.0028504761769079854,0.04709622716861156,0.09269799657884296,-0.01634793704674183,-0.06811432876121538,0.005463983805523568,0.05055071602783651,0.08746330358633886,-0.014571476851353928,0.25529124366687134,0.03766182383038068
B7-H4,-9.087955200493489e-4,0.014069046523418394,-0.15158962188413874,-0.14419760048952282,-0.026374188294154374,0.08950896272864471,-0.05523243093292478,-0.07885808181022325,0.04359075738981971,-0.05421909041683176,-0.036597610567620655,-0.04826772789577619,0.004042136348745822,0.010284757583666364,-0.05076642665927284,-0.06570125848073786,-0.02513429227954441,0.03905334932428278,-0.05506073689798706,0.02446941465340964,-0.014101922672304144,-0.06330586505089515,-3.3923070939861314e-4,0.0013690213979081934,-0.05456341238908295,0.00821302969873611,0.004732358417770699,0.04710298762165564,0.1057605539489965,0.22477345552815545,0.1337834672892499,-0.007075831124120163,0.009380969467084648,0.005857131692930434,-0.11524187797853587,0.007538227505638998
Bad_pS112,-0.008817690781498447,0.12750727706138315,-0.012549972655024388,0.014429797705944903,-0.007983124305985094,0.028390902810356423,0.03733310969294975,0.056960051773110976,0.04874885233516598,0.08694560967187481,0.07084849906019226,-0.03304089438343242,0.013013079237888362,-0.05230038378398259,0.0189303468894388,-0.008589835900933086,0.011500399201163082,-0.01720152405645764,0.0032592665247277845,-0.15478874908149795,0.047762289563158124,0.01243696799605428,-0.06069404698396107,-2.7647849488965885e-4,-0.08974386050337393,-0.06771880824055392,-0.08758653432061468,0.028159831500779397,-0.09168242972609758,-0.07665774646890566,-0.04275904679813378,0.025120496560225653,0.12061581928178951,-0.010522971952549849,0.14968789555697715,0.06827569851777517
Bak,-0.006248872663749585,0.04730476945529535,-0.0061933437906785726,-0.058615038206201044,-0.04201226128314354,0.005148483939110495,0.006598845013701163,0.02978544637115815,0.040883737181712794,0.05415924489862719,2.7209966526097216e-4,-0.03333167671332173,0.05841702648020442,0.01616135838052817,0.06255968982102914,0.0135392567418945,-0.05334161988803613,0.11998493659553387,-0.1058753361225277,0.11827706979325016,-0.015889660646469402,-0.07785175670843875,0.019149991114999727,9.362767916168067e-4,0.05586264296063759,0.04363993385705301,0.10555639935241368,0.09549698251808597,0.07696015136590321,0.14191541606338773,0.12002973192342208,0.02528042516273394,0.028842552424832496,-0.046861257673454955,-0.028444995542033436,-0.03874623297689912
BAP1,0.030058796429003155,-0.017480348827081906,0.023472295761847787,-0.07180298867019655,0.005228038201866364,0.05464918521613844,0.01977318571942828,-0.05223514956296477,0.015115321141450902,0.03350479267334635,0.0038190650968785416,0.0531490333227569,0.10264235893423809,0.05755416168079574,-0.0164913143897807,-0.02414229451648012,0.0273436661409498,-0.0051887021336625375,0.028494141956932784,-0.024018238043626797,-0.015428260623437088,0.013192037100846685,-0.05893960835613762,0.04755446920439703,-0.07380904110033587,0.0029684451869657087,0.00891896367226925,-0.027497834888753313,0.0017550369116722925,-0.10467364824411188,-0.025439338663617483,0.015899408824722756,-0.14477648178880473,0.012310037829018313,-0.14044934350453028,-8.445923042506035e-4
Bax,-0.004547078668498861,0.055492823260175815,0.022585817426271405,-0.09412591456474834,-0.008849068912385566,-0.021397413649039944,-0.02460148167480028,0.00794923749653153,-0.008160210664059558,0.06790528890706521,-0.005620449715438102,-0.026166921972003633,0.09344563868936528,0.040670197897796904,0.1829001524419305,0.027501670681848032,-0.023153967535732817,-0.003930808177527951,-0.09106035650307591,0.044245049684298106,2.558312193747157e-4,-0.03880580748519801,0.028502543868339676,0.021031187138890906,0.17137074770899707,0.029618193551038657,0.0335311241126834,0.18278721396754494,-0.014757505426830384,0.057972581408387555,0.044536877115183046,-0.006525580489994216,-0.09530992109631321,-0.005364979001254976,-0.08458939840873,-0.011714001609451956
Bcl-xL,-0.012723153835396971,0.18289892214327155,-0.021235874093331265,0.35039976997244804,-0.04420503655788625,-0.06779744176154061,0.00452132290906045,0.17522215030605254,-0.027971722685239432,0.2713374842399126,-0.05442032682781311,-0.031035732244917333,0.09294100011427471,-0.017564574195277804,0.14430394002302355,-0.052761977426761406,-0.10060799152540095,0.17988572924708127,-0.05848017203818012,0.19534060028402211,0.03916180009574268,-0.09188549755003525,0.09417845607750937,-0.025732340150285957,0.03840678833884882,-0.0017478155764560459,-0.026155618626472962,-0.15326273967445236,-0.04473939700198143,-0.22356673979049377,-0.12944301472693565,-0.005443637416161748,0.143529266531885,-0.03533375311126048,0.46792710225653134,0.020324815317967548
Bcl2,0.07214669348966966,-0.1241748869784584,-0.005865348963258887,-0.27619158189137955,0.027677073729179432,0.09793785094704686,0.0657496900641202,-0.006611253936905565,0.07011377368739026,-0.05818147354478595,-0.007955923833095147,0.025642200424732184,-0.041813775750370305,0.09779119670398684,-0.16241580202135342,0.01531262703631067,0.00762359338133352,-0.23320072025484434,0.02952696393289175,-0.15588896177845704,0.018280458285826095,0.039396761253230064,-0.09071476618851972,0.1151843472072669,-0.1208634404344662,0.032318647889620314,0.0652971582146271,0.01084525454549136,0.11228862481311915,0.06491208415904115,0.021890204600131396,0.08900070262881918,-0.20396719274204209,0.07458357439381735,-0.17205057889765654,-0.01903557829050726
